id,Title,Content
2736,"Benedict XVI","A.D. 1927–

Born Joseph Ratzinger, German priest and theology professor, archbishop of Munich (1977–1982), cardinal (1977–2005), and pope beginning in 2005."
2737,"C. I. Scofield","A.D. 1843–1921

Minister, Bible teacher, Dispensationalist theologian, and editor of the <em>Scofield Reference Bible</em>, whose 2nd edition (1917) is the most influential book in the Dispensationalist movement."
2738,"Cornelius Jansen","A.D. 1585–1638

Catholic bishop of Ypres in Belgium, and author of the posthumously published <em>Augustinus</em> (1640), which argued for a doctrine of grace that Jansen believed was truly Augustinian but which was rejected by Rome as too close to Calvinism.
"
2739,"Count Nikolaus Ludwig von Zinzendorf","A.D. 1700–1760

Lutheran minister, Pietist theologian, godson of Philipp Jakob Spener, and leader of the Moravian religious community based in Herrnhut Amy Wauchop, Germany that was known for “heart Christianity,” which emphasizes the wounds of the Savior."
2740,"Cyril of Alexandria","c. A.D. 378–444

Nestorius opponent, Bishop of Alexandria, dominant figure at the Council of Ephesus 431, known for his Christology of hypostatic union, which emphasizes the unity of the person of Christ, and his defense of the title <em>theotokos</em> (Mother of God) for the Virgin Mary.
"
2741,"Dante Alighieri","A.D. 1265-1321

Italian poet and author of the <em>Divine Comedy</em>, an epic poem in which Dante portrays himself journeying through hell, purgatory, and heaven. He’s an important source for the Christian imagination of the afterlife."
2742,Dionysius,"fl. c. 500

Pseudonymous Christian neo-Platonist theologian, in the west called Saint Denys (or Denis), and by modern scholars labeled Pseudo Dionysius because his identification with Dionysius the Areopagite, mentioned in Acts 17:34, is not credible. An author of an extremely influential little treatise on the incomprehensibility of God called <em>Mystical Theology</em>, as well as a treatise about concepts used to describe God called <em>On the Divine Names</em>, and a treatise on the nine orders of angels called <em>Celestial Hierarchy</em>.
"
2743,"Dwight L. Moody","A.D. 1837–1899

The most prominent American Revivalist of the second half of the 19th century, influencing and influenced by the Keswick movement.
"
2744,"E. Y.  Mullins","A.D. 1860–1928

Southern Baptist pastor, professor, theologian, denominational leader, and advocate of “soul competency.”"
2745,"Emil Brunner","A.D. 1889–1966

Swiss Reformed pastor and theologian, advocate of a neo Orthodox theology of divine human encounter that requires a “point of contact” between God and human nature, a point famously and fiercely rejected by Karl Barth.
"
2746,"Francis de Sales","A.D. 1567–1622

Roman Catholic bishop, French author of the highly influential devotional writings, <em>Introduction to the Devout Life</em> and <em>Treatise on the Love of God.</em>
"
2747,"Francis Wayland","A.D. 1796–1865

Baptist minister, president of Brown University (1827–1855), and advocate of congregational autonomy and the right of individual judgment in religion.
"
2748,"Francois Fénelon","A.D. 1651–1715

Archbishop of Cambrai in France, known for teachings about “pure love,” which Rome condemned as “semi Quietism” in 1699."
2749,"Friedrich Schleiermacher","A.D. 1768–1834

German theologian and philosopher, minister in the Reformed church, professor at the University of Berlin (1811–1834), and founding figure of Protestant liberalism.
"
2750,"George Lindbeck","A.D. 1923–

American Lutheran theologian whose influential work, <em>The Nature of Doctrine</em> (1984), positioned him at the forefront of postliberal theology. He was the Pitkin Professor of Historical Theology at Yale University until his retirement in 1993, and is widely respected for his commitment to ecumenical dialogue."
2751,"Gregory of Naziansen","c. A.D. 330–390

Sometimes known as Gregory of Naziansen, one of the Cappadocian Fathers. Among the Eastern Orthodox he is called “Saint Gregory the Theologian” because of the importance of his <em>Theological Orations</em> in formulating the orthodox trinitarian theology that prevailed after the Council of Constantinople 381.
"
2753,"Gregory of Nyssa","c. A.D. 335–394

One of the Cappadocian fathers, brother of Basil of Caesarea, and author of important works on the Trinity, including a brief but influential treatise explaining why the orthodox do not say there are three Gods."
2754,"Gregory Palamas","A.D. 1296–1359

Byzantine theologian, known for his articulation of characteristic Eastern Orthodox doctrines, especially the distinction between the divine essence and divine energies, the latter of which include the deifying light of the Transfiguration of Christ.
"
2755,"H. L. Mencken","A.D. 1880–1956

Controversial American journalist and critic renowned for his biting critiques of provincialism and prudery in American society. His scathing portrayal of fundamentalists during the Scopes “Monkey Trial” generated a cultural stereotype that persists to this day.
"
2756,"Hans Urs von Balthasar","A.D. 1905–1988

Swiss priest and Roman Catholic theologian, friend of Henri de Lubac, Karl Barth, and Adrienne von Speyr, is known for his emphasis on beauty as the theme of theology. Balthasar proposed a controversial new theology of Holy Saturday, which is connected with a hope for universal salvation."
2757,"Harry Emerson Fosdick","A.D. 1878–1969

American Baptist minister, leading spokesman for theological liberalism, noted especially for his 1922 sermon, “Shall the Fundamentalists Win?”
"
2758,"Henri de Lubac","A.D. 1896–1991

French Jesuit theologian, patristic scholar, and leading critic of neo-Thomism. His views led to the church silencing him in the 1940s, though he was in effect vindicated after the Second Vatican Council, when he was made cardinal."
2759,"Immanuel Kant","A.D. 1724–1804

German philosopher and founder of the idealist tradition of German philosophy, in which the structure of consciousness gives structure to the world."
2760,Irenaeus,"c. A.D. 120–200

Bishop of Lyon, the most important Christian theologian of the 2nd century; author of a large work, <em>Against Heresies</em>.
"
2761,"J. Gresham Machen","A.D. 1881–1937

Presbyterian minister, New Testament scholar and advocate for the Fundamentalist side of the Fundamentalist-modernist controversy, most notably in his book <em>Christianity and Liberalism </em>(1923).
"
2762,"Jacobus Arminius","c. A.D. 1560-1609

Dutch pastor and originator of the form of Protestant theology rejected by the Calvinists at the Synod of Dordt and now called “Arminianism.”
"
2763,"Johann Arndt","A.D. 1555–1621

German Lutheran pastor and author of <em>True Christianity</em> (1606–1609), the most important precursor to the German Pietist movement.
"
2764,"John Calvin","A.D. 1509–1564

French Protestant theologian who lived most of his adult life in Geneva. He was the most influential figure in Reformed theology and author of the <em>Institutes</em>, the most important systematic theology text of Protestantism."
2765,"John Nelson Darby","A.D. 1800–1882

Anglo Irish theologian, leader of the Plymouth Brethren, and founder of Dispensationalist theology."
2766,"John of the Cross","A.D. 1542–1591

Spanish monk, mystical theologian, Roman Catholic saint, and friend of Theresa of Avila; known for his concept of the dark night of the soul."
2767,"John Owen","A.D. 1616–1683

English Puritan, classic advocate of the high Calvinism represented by the Synod of Dordt and the Westminster Confession, especially known for his defense of the doctrine of limited atonement or “particular redemption,” as he called it.
"
2768,"John Paul II","A.D. 1920–2005

Born Karol Wojtyla, Polish priest, philosophy professor, archbishop of Krakow (1963–1978) then pope (1978–2005) in the second longest pontificate in history, important theologically for his theology of the body, his defense of long standing Catholic doctrines and practices (such as not ordaining women to the priesthood) and his advocacy of a philosophically-informed Christian humanism.
"
2769,"John Wesley","A.D. 1703–1791

Anglican priest, revival preacher and organizer, and together with his brother Charles, a founding figure of Methodism, whose theology combines Arminianism and Pietism and is known for a strong emphasis on sanctification, including the expectation that believers will seek and sometimes attain Christian perfection."
2772,"John XXIII","A.D. 1881–1963

Born Angelo Giuseppe Roncalli, Italian priest, archbishop of Venice (1953–1958), then pope (1958–1963), who summoned the Second Vatican Council with the aim of <em>aggiornamiento</em>, bringing the church up to date."
2773,"Jonathan  Edwards","A.D. 1703–1758

Puritan minister, Calvinist theologian, the first American theorist of revival, and leader of the Great Awakening in New England.
"
2774,"Justin Martyr","c. A.D. 100–165

Born in Palestine early in the 2nd century, Justin was educated as a philosopher and converted to Christianity, retaining many of his Platonist convictions. He wrote an important <em>Apology</em> (meaning a defense of Christianity against the pagans) and the <em>Dialogue with Trypho</em>, trying to convince a Jew of the truth of Christianity.
"
2775,"Karl Barth","A.D. 1886–1968

Swiss Reformed pastor and professor, founding figure of Neo Orthodoxy and probably the most influential Protestant theologian of the 20th century. He was known for a Christocentric theology highly critical of Protestant liberalism.
"
2776,"Karl Rahner","A.D. 1904–1984

German Jesuit theologian, known especially for his concept of the “supernatural existential,” a major theological influence at the Second Vatican Council and subsequently in liberal Catholic theology.
"
2777,"Luis de Molina","A.D. 1535–1600

Spanish Jesuit whose theology of free will was opposed by the Dominican Thomists represented in the <em>Congregatio de Auxiliis</em> debates.
"
2778,"Madame Jeanne Guyon","A.D. 1648–1717

Mystic, writer, and spiritual director, a major inspiration for the “semi Quietist” theology of Fénelon and influential for a time at the court of Louis XIV. Her writings were rejected by the French church but admired by Wesley and later evangelicals.
"
2779,Marcion,"(fl. early 2nd century)

Early Christian opponent of orthodoxy, known for his sharp distinction between the good God and the God of the Jews."
2780,"Martin Heidegger","A.D. 1889–1976

German philosopher whose early work, <em>Being and Time</em> (1927), which owed a great deal to Kierkegaard’s analysis of human existence, was one of the most important sources of existentialism and thus highly influential on 20th century theology."
2781,"Martin Luther","A.D. 1483–1546

German theologian, pastor, professor at the University of Wittenberg, ex-monk, and founding figure of Protestantism. He was known for his doctrine of justification by faith alone and his insistence on distinguishing between Law and Gospel."
2782,"Maximus the Confessor","c. A.D. 580–662

Early Byzantine monk and theologian, advocate of the orthodox view that Christ has two wills, divine and human."
2783,"Meister Eckhart","c. A.D. 1260-1327

Dominican priest and mystical theologian, the most prominent figure in German mysticism, whose teachings were under investigation for heresy at the time of his death.
"
2784,"Menno Simons","A.D. 1496–1561

A former Catholic priest in Holland who became a leader in the Dutch and North German Anabaptist communities, which were later called “Mennonites” because of him."
2785,"Michael Baius","A.D. 1513–1589

Also called Michael du Bay, professor at the University of Louvain. The Vatican in 1567 condemned this Catholic theologian for his denial of the supernatural and radical doctrine of the corruption of human nature. Baius submitted to the condemnation and later became chancellor of the University."
2786,"Michael Servetus","c. A.D. 1511–1553

Anti trinitarian theologian, arrested and executed in Geneva on evidence Calvin presented."
2787,Montanus,"(fl. 2nd century)

Founder of a “New Prophecy” in Phrygia (in modern Turkey), which advocated stricter moral discipline—for example, no remarriage of widows or widowers and the veiling of unmarried women—on the basis of statements alleged to be made by the Holy Spirit through himself and several followers.
"
2788,"Moses Amyraut","A.D. 1596–1664

Also known by a Latinized version of his name, Amyraldus, was a French Protestant (a Huguenot) who advocated a modified form of Calvinism which came to be known as Amyraldianism, hypothetical universalism, or four point Calvinism, because it accepted all the teachings of the Synod of Dordt except limited atonement."
2789,Nestorius,"(fl. early 5th century)

Archbishop of Constantinople who denied that Mary was <em>theotokos</em> or Mother of God. His Christology was accused of splitting Christ into “two sons” and was condemned at the ecumenical Council of Ephesus 431.
"
2790,Origen,"c. A.D. 185–254

Alexandrian theologian famous for his commentaries and homilies on the scriptures, which established a long-lasting tradition of Christian allegorical exegesis. Long after his death, his speculations about the preexistence and the Fall were a cause of intense controversy and were officially rejected by the church."
2791,Paul,"c. 4 B.C.–A.D. 64

Apostle and early Christian missionary, whose letters are the earliest documents contained in the New Testament and thus the first extant writings in Christian theology."
2792,"Paul Tillich","A.D. 1886–1965

German Lutheran minister, neo Orthodox theologian, and Existentialist philosopher, who had an influential teaching career in the United States beginning in 1933.
"
2793,Pelagius,"fl. 410–420

British monk, spiritual advisor, and theologian whose teaching gave rise to Pelagianism, the view against which Augustine’s doctrine of grace was developed."
2794,"Philipp Jakob Spener","A.D. 1635–1705

German Lutheran pastor who became one of the founders of Pietism when, in 1675, he published <em>Pia Desideria</em> (“Pious Desires”), calling for reform of the Lutheran church."
2798,"Philipp Jakob Spener","A.D. 1635–1705

German Lutheran pastor who became one of the founders of Pietism when, in 1675, he published <em>Pia Desideria</em> (“Pious Desires”), calling for reform of the Lutheran church.
"
2799,"Philipp Melanchthon","A.D. 1497–1560

German theologian, reformer, and professor at the University of Wittenberg, Martin Luther’s colleague and best friend, and principal author of The Augsburg Confession (1530), the most important Lutheran confessional document."
2800,"Philo of Alexandria","(c. 20 B.C.–A.D. 50)

Jewish philosopher and exegete who used an allegorical method to interpret the scriptures that was influential on ancient Christian writers, especially in Alexandria.
"
2801,"Phoebe Palmer","A.D. 1807–1874

American Methodist and Bible teacher, whose “shorter way” to the blessing of entire sanctification, “laying all on the altar,” made her the founding figure in the Holiness movement.
"
2803,"Pius IX","A.D. 1792–1878

Also known by the Italian form of his name, “Pio Nono,” pope from 1846–1878, the longest reigning pope in history, who defined the doctrine of the Immaculate Conception in 1854, promulgated the Syllabus of Errors in 1864, and presided over the First Vatican Council, which defined the doctrine of papal infallibility in 1870."
2804,Plato,"c. 427–348 B.C.

Greek philosopher, Socrates’s student, Aristotle’s teacher, and founder of the only rigorously non materialist philosophical tradition in the West and, therefore, a major philosophical resource for Christian theology.
"
2805,Plotinus,"(c. A.D. 205–270)

Pagan philosopher and founder of neo-Platonism, one of the major sources of Christian Platonism (for example, Augustine and Pseudo Dionysius).
"
2806,"Richard Baxter","A.D. 1615–1691

English Puritan, advocate of Amyraldianism or “four point Calvinism.”
"
2807,"Richard Hooker","c. A.D. 1554–1600

Anglican theologian, author of the multivolume treatise <em>The Laws of Ecclesiastical Polity</em>, which defended the Elizabethan settlement from Puritan criticisms.
"
2808,"Rudolf Bultmann","A.D. 1884–1976

German New Testament scholar, neo-Orthodox theologian, advocate of “demythologizing” the language of the New Testament and interpreting it using Existentialist concepts.
"
2809,"S Kierkegaard","A.D. 1813–1855

Danish philosopher and theologian, who adapts Hegel’s dialectic to describe the role of anxiety, guilt, and despair in an individual human existence facing the task of becoming Christian. His focus on human existence as a task makes him a founder of Existentialism."
2810,"Samuel Hopkins","A.D. 1721–1803

New England Puritan pastor and theologian; student and rigorous advocate of Jonathan Edwards’s theology.
"
2811,"Sebastian Franck","c. A.D. 1499–1542

Leading spiritualist theologian of the radical Reformation.
"
2812,Socrates,"470–399 B.C.

Needs description text. Currently the word limit for tool-tips is set to 50 words.  Do we want to adjust the tool-tip length? This description prior to the first Q is currently 35 words.

Qcjm: in timeline, testing tool tips, charlene added for testing
"
2815,"Solomon Stoddard","A.D. 1643–1729

Puritan minister in Northampton, Massachusetts (and grandfather of Jonathan Edwards), who allowed unregenerate church members under the Halfway Covenant to take communion.
"
2816,"Teresa of Avila","A.D. 1515–1582

Also known as Saint Teresa of Jesus; Spanish nun and mystical theologian known for her descriptions of the various levels of mystical experience, including the Prayer of Quiet and Spiritual Marriage.
"
2817,Tertullian,"c. A.D. 160–225

North African priest and theologian, the first major Latin Christian author. Despite the large number of his writings that have survived, his influence was limited because at the end of his life he joined the Montanist heresy."
2818,"Thomas Aquinas","c. A.D. 1225-1274

Dominican friar, teacher at the University of Paris, central figure of medieval scholasticism, and the most authoritative theologian of the Roman Catholic tradition; known for his use of Aristotelian philosophy and his conception of supernatural grace.
"
2820,"Thomas Paine","A.D. 1737–1809

American political writer, author of <em>Common Sense</em> and <em>The Rights of Man</em>, but also author of the most famous work of American deism, <em>The Age of Reason</em>.
"
2821,"Ulrich Zwingli","(or Huldrych) 

A.D. 1484–1531

Swiss pastor and theologian based in Zurich, a founding figure of the Reformed Protestant tradition, most famous for his low view of the Eucharist.
"
2822,Valentinus,"c. A.D. 100–175

Author of an influential and philosophically sophisticated version of Gnosticism. He was active in Rome in the 140s, and even hoped to become bishop of Rome.
"
2823,Voltaire,"A.D. 1694–1778

Pen name of François Marie Arouet, a French Enlightenment writer, satirist, and critic of Christianity.
"
2826,"Council of Arles","The first Council of Arles was held in 314 to deal with the Donatist controversy regarding the right of local churches to reject bishops due to alleged unworthiness."
2828,"Babylonian Captivity  II","This phrase is used to describe three events: 1) the captivity of ancient Israel and exile to Babylon as related in the Old Testament; 2) the years when the pope resided in Avignon, France instead of Rome (1309-1376; and 3) used by Luther to to his assertion that the Church was in spiritual captivity under the papacy.  "
2829,"Council of Basle","a council held in Basle in 1437 near the end of the Great Schism that highlighted the power struggle between popes and counsels.  It  involved a dispute where the majority of the bishops attending the council rejected Pope Eugene IV’s order to dissolve their council and instead continued deliberating leading to the decision to depose Eugene IV for heresy and elect a new pope or anti-pope depending on one’s perspective."
2831,"Council of Chalcedon","A.D. 451

The council was held to deal with the Nestorian controversy regarding the nature and incarnation of Christ.  Some eastern churches objected to the conduct of the council and claim that it was primarily a power struggle between the East and West. The heavy handed tactics utilized at this council may have contributed to the Great Schism between the Eastern and Western Church."
2834,"Congregatio de Auxiliis","A.D. 1598-1607

was a series of formal debates held in Rome between 1598–1607 regarding the nature and extent of divine grace in an effort to resolve a bitter controversy between Dominicans who advocated the Augustinian doctrine of grace as further developed by Thomas Aquinas, and Jesuits, who advocated Molinism.  The pope finally declared both viewpoints legitimate and prohibited both sides from calling the other side heretics, and forbade further debate on the subject."
2838,Counter-Reformation,"A.D. 1563

The efforts of the Catholic Church to counter-act, denounce and undo the changes brought about by the Protestant Reformation."
2839,"Donatism &amp; Donitist","involves a controversy arising in Carthage at the beginning of the 4th century and lasted until the 6th century.  The dispute centered on the legitimacy of the appointment of imperfect bishops against the popular will of the diocese and the veracity of prayers and sacraments performed by such bishops and priests who were blatantly living a life that did not conform to Christian standards."
2840,"Synod of Dordt","A.D. 1619

was a conference of Dutch Reformed theologians held in 1619 to address Arminianism and formulated the five points of classic Calvinism, represented in the acronym TULIP: T = total depravity; U = unconditional election; L = limited atonement; I = irresistible grace; and P = perseverance of the saints.
"
2844,"Elizabethan Settlement","A.D. 1559–1663

Refers to Queen Elizabeth I’s rejection of Roman Catholicism while limiting the reformation of the English Church essentially creating a broad tent for Christian worship.  It is articulated in the <em>Book of Common Prayer</em> (1559), the <em>39 Articles</em> (1563) and the Parliament’s Act of Uniformity (1559)."
2845,"Formula of Concord","A.D. 1580

refers to The Formula of Concord  which is a Luthern statement of faith written in 1580  that settled various doctrinal disputes within the Lutheran church. "
2847,"Great Schism","A.D. 1378–1417

refers to the period between 1378 ad 1417 when multiple individuals claimed to be the rightful pope, which ended with the Council of Constance."
2852,"Peace of Westphalia","A.D. 1648

Is the treaty that ended the Thirty Years’ War in 1648 which expanded the Peace of Augsburg to provide for equal rights for authorized minority religions that included the various Reformed traditions, but not the Anabaptists."
2853,"royal supremacy","A.D. 1534

A law enacted by the English Parliament in 1534 at Henry VIII’s behest that made the king the supreme head of the Church in England.  The impetus for the law was Henry VIII’s desire to have his marriage to Katherine of Aragon annulled so that he could wed Anne Boleyn. 
"
2855,"Scopes “Monkey Trial”","A.D. 1925

The Scopes “Monkey Trial” is a publicity disaster for fundamentalism, and initiates anti-intellectualism within the Fundamentalist movement."
2859,"Vatican I","A.D. 1869–1870

The ecumenical council of Roman Catholic bishops called and presided over by Pope Pius IX that was held between 1869–1870, and attacked modern ideas.  It formally adopted the doctrine of papal infallibility and declared that Catholics needed to follow the theology of Thomas Aquinas including the idea that the existence of God can be known by natural reason."
2860,"Vatican II","A.D. 1962–1965

The ecumenical council of Roman Catholic bishops presided over by Pope John XXIII and Pope Paul VI that was held between 1962–1965, which updated many aspects of the Church to be more combatable with the modern world and other religions, including allowing the Mass to be performed in vernacular languages.
"
2865,"Babylonian Captivity I","This phrase is used to describe three events: 1) the captivity of ancient Israel and exile to Babylon as related in the Old Testament; 2) the years when the pope resided in Avignon, France instead of Rome (1309-1376; and 3) used by Luther to to his assertion that the Church was in spiritual captivity under the papacy.  "
2866,"Babylonian Captivity III","This phrase is used to describe three events: 1) the captivity of ancient Israel and exile to Babylon as related in the Old Testament; 2) the years when the pope resided in Avignon, France instead of Rome (1309-1376; and 3) used by Luther to to his assertion that the Church was in spiritual captivity under the papacy.  "
2868,Inquisition,"refers to a series of ecclesiastical tribunals instituted by the Roman Catholic Church in the late Middle Ages and Reformation era to inquire into and suppress heresy.  The primary inquisitions were the medieval, which began in 13th century), the Spanish which started in 1478, and the Roman which commenced in 1542. "
2946,"Paul’s Epistles","A.D. 50–64

The Apostle Paul writes letters which become the earliest writings recorded in the New Testament."
2947,"Gospel of Mark","A.D. 65

The earliest date that scholars believe the book of Mark was written, which is generally regarded as the first of the Four Gospels.  Some scholars believe that the Book of Mark was written after the destruction of the temple in the year A.D. 70.

"
2948,"Jerusalem Temple Destroyed","A.D. 70

The Roman Army destroys the Jerusalem and the temple while quashing the Great Jewish Revolt."
2949,"Gospels of Matthew, Luke & John","A.D. 75–95

The timeframe scholars generally allocate for the composition of the Gospels of Matthew, Luke, and John."
2951,"Valentinus rejected","A.D. 145

Valentinus travels to Rome in hopes of becoming its next bishop but is rejected."
2952,"Justin Martyr's 1st Apology","c. A.D. 150

Justin Martyr writes his First Apology and his <em>Dialogue with Trypho</em>."
2953,"Justin Martyr’s 2nd Apology","c. A.D. 165

Justin Martyr writes his Second Apology.
"
2958,"Augustine begins writing","A.D. 385

Thirty-one-year-old Augustine converts to Christianity and begins writing Christian theological works."
2959,"Council of Ephesus condemns Nestorianism","A.D. 431

The Council of Ephesus, which is generally accepted as the third ecumenical council, and was led by Cyril of Alexandria, condemns Nestorius and his teachings regarding the nature of Christ (Christology).  The council emphasizes the unity of Christ by teaching that Mary is the Mother of God (<em>theotokos</em>), that Christ is the hypostatic union of the divine and human, and that Jesus’ body is lifegiving flesh.
"
2962,"Second Council of Constantinople & Unity of Christ’s person","A.D. 553

The Second Council of Constantinople, which is generally accepted as the fifth ecumenical council, follows a Cyrillian interpretation of the decisions of the Council of Chalcedon that reemphasizes the unity of Christ’s person.
"
2963,"Third Council of Constantinople duel nature of Christ","A.D. 681

The Third Council of Constantinople, which is generally accepted to be the sixth ecumenical council, rejects the teaching that there is only one will in Christ, in favor of Dyothelitism or Monothelitism, the teaching that he has both the divine will and a human will.
"
2964,"Second Council of Nicaea & Veneration of icons","A.D. 787

The Second Council of Nicaea, which is generally accepted to be the seventh ecumenical council, rejects iconoclasm and declares that people should venerate icons but not worship them.
"
2965,"The Great Divorce Eastern & Western Church","A.D. 1054

Western and Eastern churches official split resulting in Roman Catholicism and Eastern Orthodoxy."
2966,"Gregory VII & Henry IV","A.D. 1076–1084

The conflict between Pope Gregory VII and the Emperor Henry IV regarding lay investiture.  
"
2967,"Anselm becomes the archbishop of Canterbury","A.D. 1093"
2968,"England a fief of the pope","A.D. 1213

King John of England makes England a fief of the pope after Pope Innocent III excommunicates him and places the country under interdict.
"
2969,"4th Lateran council & the Sacraments","A.D. 1215

The fourth Lateran council meeting at Rome establishes the medieval sacramental system, including the obligation of private confession and the taking of communion at Easter and defines the doctrine of transubstantiation. 
"
2970,"Thomas Aquinas begins teaching","A.D. 1256

Thomas Aquinas begins teaching at the University of Paris."
2971,"Bull Unam Sanctam","A.D. 1302

Boniface VIII publishes the bull Unam Sanctam declaring that the pope is superior to all secular rulers."
2972,"Avignon Papacy","A.D. 1309–1377 

The pope moves to resides in the French city of Avignon rather than Rome creating the period known as the “Babylonian Captivity” of the papacy.
"
2974,"Council of Constance ends the Great Schism","A.D. 1414–1418 

The Council of Constance ends the Great Schism of rival popes by appointing a new pope, condemns the writings of John Wyclif, and has John Hus burned at the stake as a heretic."
2975,"Council of Florence defines sacraments","A.D. 1439

The Council of Florence further defines the medieval sacramental system specifies all seven sacraments."
2976,"Turks Invade Constntinople","A.D. 1453

Constantinople falls to the Turks, bringing an end to the Byzantine Empire and the beginning of the Turkish threat to Western Europe.
"
2977,"Printing Press","A.D. 1455

Johannes Gutenberg inaugurates the era of the printing press by publishing the first printed Bible."
2978,"Pazzi Conspiracy","A.D. 1478

The Pazzi Conspiracy, where the pope (Sixtus IV) was part of the conspiracy to murder Lorenzo and Guiliano de Medici, but Lorenzo survives the attack during the Mass in the cathedral in Florence. Both of the victims were fathers of future popes (Leo X and Clement VII). 
"
2979,"Martin Luther is born","A.D. 1483

Martin Luther is born son of Hans and Margarethe (“Hanna”) Luder."
2980,"The Oratory of Divine Love is founded in Genoa","A.D. 1497

The Oratory of Divine Love is founded in Genoa"
2981,"Luther Bachelor’s degree","A.D. 1502

Luther obtains his Bachelor’s degree at the University of Erfurt.
"
2982,"Erasmus’s Christian Soldier","A.D. 1503

Erasmus’s Handbook of a Christian Soldier is published."
2983,"Julius II “the Terrifying”","A.D. 1503–1513 

Reign of Pope Julius II who was called the “warrior pope” and “the Terrifying” (“il Terribile”).
"
2984,"Luther Master’s degree","January 1505

Luther receives his Master’s degree from the University of Erfurt."
2985,"Luther becomes a monk","July 1505

Following a vow made in a thunderstorm, Martin Luther joins the Observant Augustinians order and enters the monastery. 
"
2986,Indulgences,"A.D. 1506

Pope Julius II lays the foundation of a new St. Peter’s basilica in the Vatican, which was funded in part by indulgences sold in Germany."
2987,"Luther becomes a priest","A.D. 1507

Luther is ordained a priest and says his first Mass.
"
2988,Michelangelo,"A.D. 1508

Pope Julius II commissions Michelangelo to paint the ceiling of the Sistine chapel."
2989,"Luther visits Rome","A.D. 1508

Luther visits Rome and is disgusted by its corruption and decadence. He questions whether pilgrimages to Rome do any spiritual good.
"
2990,"Luther a Professor","A.D. 1508

Luther is appointed a professor at the University of Wittenberg."
2991,"Luther moves to Wittenberg","A.D. 1511

Luther moves from Erfurt to the University of Wittenberg. 
"
2992,"Peasant Revolt","A.D. 1513

One in a series of German peasant revolts leading to the Great Peasants’ War of 1524–1525. 
"
2993,"Reign of Pope Leo X.","A.D. 1513–1521 

Reign of Pope Leo X.
"
2994,"Luther becomes town preacher","A.D. 1514

Luther is appointed town preacher at Wittenberg.
"
2995,"Erasmus’ New Testament","A.D. 1516

Erasmus publishes the first printed edition of the New Testament that is critical of the official Vulgate translation. Luther uses it in his classes.
"
2996,"Luther post his 95 Theses","October 31, 1517

Luther posts his Ninety-five Theses on the church door in Wittenberg announcing an academic disputation (debate) about the theology of indulgences. They are immediately published without Luther’s  knowledge,,leading to the split with the pope and the Protestant Reformation.
"
2997,"Luther and Cajetan","A.D. 1518

Luther submits to a formal interview with Cardinal Cajetan at the end of the imperial Diet at Augsburg  and refuses to recant.
"
2998,"Zwingli begins Preaching","January 1519

Huldrych Zwingli begins preaching in Zurich (January). "
2999,"Luther debates Eck","June-July 1519

Luther debates Johann Eck at the Leipzig Disputation who pushes Luther toward the doctrine of scripture alone (“sola scriptura”) as the final arbiter of correct doctrine. 
"
3000,"Charles V becomes Emperor","A.D. 1519

Charles V is elected Holy Roman Emperor (June). "
3001,"Luther’s Writings Condemned","A.D. 1520

Luther publishes his four most important theological treatises laying out the theological basis for protestant doctrine and his dispute with Rome: the Treatise on Good Works (May), the appeal To the Christian Nobility (August), The Babylonian Captivity of the Church (October), and The Freedom of a Christian (November). 
"
3002,"Luther’s major Treatises","A.D. 1520

Luther publishes his four most important theological treatises laying out the theological basis for protestant doctrine and his dispute with Rome: the Treatise on Good Works (May), the appeal To the Christian Nobility (August), The Babylonian Captivity of the Church (October), and The Freedom of a Christian (November). 
"
3003,"Luther breaks with Rome","A.D. 1520

Luther publicly breaks with Rome in December when he burns the papal bull, together with papal decretals and canon law.
"
3004,"Luther excommunicated","A.D. 1521

Leo X excommunicates Luther in January. "
3005,"Diet of Worms","A.D. 1521

Luther testified before the emperor Charles V (the Civil authority who could execute physical penalties for heresy) at the Diet of Worms in April and refused to retract any of his writings. He was condemned as a heretic in May. On his way home his supporter arranged for him to be kidnapped for his protection. He spent the rest of the year hiding in the castle at Wartburg while the church in Wittenberg began to implement reforms in the midst of great tumult. The Edict of Worms was the imperial judgment rendered against Luther at the Diet of Worms condemning him to death as a heretic.  Thereafter, it was a criminal act to assist Luther.  

"
3006,"Henry VIII Defender of the Faith","A.D. 1521

Henry VIII publishes his Defense of the Seven Sacraments against Luther’s doctrine. Leo X grants him the title “Defender of the Faith.”
"
3007,"Reformed Theology","A.D. 1522

Ulrich Zwingli begins publishing his writings in Zürich and begins the Reformed tradition of theology."
3008,"Antwerp Monastery","A.D. 1522

The Augustinian monastery in Antwerp is suppressed for its support of Lutheran ideas. 
"
3009,"Luther returns from Hiding","A.D. 1522

Luther returns to Wittenberg in March after his period of hiding in the Wartburg castle and takes charge of the reformation in the city.
"
3010,"Reign of Pope Hadrian VI","A.D. 1522–1523 "
3030,"Luther’s German New Testament","A.D. 1522 

Luther publishes his German translation of the New Testament in September.
"
3031,"Zurich accepts Reformed Theology","A.D. 1523

Following the First Zurich Disputation in January and a Second Disputation in October, the Zurich city accepts Zwingli’s Protestantism and begins dismantling Catholicism in Zurich. 
"
3032,"Lutheran Martyrs","A.D. 1523

In July, two Augustinian monks refuse to recant in Brussels and become the first of Luther’s followers to be executed for heresy
"
