id,Title,Content
620,dissenter,"is a term used to identify English Protestants who refused to be a member of the Church of England contrary to the law, and included  Presbyterians, Methodists, Baptists, Quakers, and others smaller groups.
"
622,Docetism,"is a word derived from the Greek term for “appearance” and was used to describe the idea held by many Gnostics that Christ only appeared to have a physical body but it was an illusion.   
"
624,doctrine,"is derived from the Latin word  for teaching, <em>doctrina</em>, and is an important aspect of Christianity more so than other world religions because Christianity focuses on the teachings and nature of Christ.
"
626,"documentary hypothesis","is a hypothesis raised in 1878 by Julius Wellhausen that the first five books of the old testament (Pentateuch) were assembled from four separate texts that were written many centuries after the events they relate instead of being written by Moses as held by tradition.
"
628,"dominical institution","comes from the Latin term <em>dominus</em>, meaning “lord,” and hold that every sacrament is literally instituted by the Lord Jesus Christ.
"
630,"Donation of Constantine","A forged document that purported to be written by the Emperor Constantine whereby he purportedly gave all of the lands of the Western half of the Roman Empire to the pope.  It was exposed as a fraud by the humanist scholar Lorenzo Valla in 1440, by establishing that it was written in 8th century 400-500 years after Constantine. 
"
632,"Donatism & Donitist","involves a controversy arising in Carthage at the beginning of the 4th century and lasted until the 6th century.  The dispute centered on the legitimacy of the appointment of imperfect bishops against the popular will of the diocese and the veracity of prayers and sacraments performed by such bishops and priests who were blatantly living a life that did not conform to Christian standards.
"
634,"Dordt, Synod of","was a conference of Dutch Reformed theologians held in 1619 to address Arminianism and formulated the five points of classic Calvinism, represented in the acronym TULIP: T = total depravity; U = unconditional election; L = limited atonement; I = irresistible grace; and P = perseverance of the saints."
636,"double predestination","is a view of predestination that God not only predestines some individuals to go to heaven but that he also predestines others to go to hell.  This concept was arguably originated by Calvin but there are traces of this idea found in the writing by Augustine. (See reprobation.)
"
638,"double procession","See <em>filioque</em>.
"
644,Easter,"is the most sacred holiday of the Christian calendar and celebrates the resurrection of Jesus.  There was a serious dispute between the western and eastern bishops in the early Church regarding the day Easter was to be celebrated.
"
646,"Eastern Orthodoxy","See Orthodox.
"
648,ecclesiastical,"From the Greek word <em>ecclesia</em>, meaning church or congregation and is used to refer to both separate Christian congregations and to the whole body of Christians.
"
650,economy,"derived from the Greek term, <em>oikonomia</em>, for “steward” or “household management,” is a term used to describe a plan of salvation through Christ and is not to be confused with the current usage of this word.. In Eastern Orthodox theology, the term is practically synonymous with the Incarnation of Christ. 
"
652,ecumenical,"comes from a Greek word for “worldwide,” and refers to both ancient church councils representing the whole church as well to discussions during the past century between Roman Catholics, Protestants and Orthodox churches regarding unification of the various branches of Christianity into one Church body.  There are disputes between Roman Catholics, Eastern Orthodox and Protestant traditions regarding which church councils represented the whole Church and have the authority of an ecumenical council.  Eastern Orthodox and Roman Catholics agree on the first seven ecumenical councils but none thereafter and most protestants reject the Second Council of Nicaea that accepted the veneration of icons and some Protestants reject most if not all councils.
"
654,"Edict of Worms","was the imperial judgment rendered against Luther at the Diet of Worms condemning him to death as a heretic.  Thereafter, it was a criminal act to assist Luther.  "
656,"effectual call","is a Calvinist teaching, based on Romans 8:28–30, that God  calls his elect and through His grace the Holy Spirit creates true saving faith that perseveres to the end of the elect’s life qualifying the believer for eternal salvation.  The Protestant idea of being “born again” comes from this concept.
"
658,elect,"comes from the Latin word “to choose” and is used to identify  those chosen by God.  In the Old Testament, the twelve tribes of Israel are the elect people of God; in many Protestant traditions the elect refers to those individuals who are predestined by God for salvation."
660,election,"From the Latin word for “choice,” is a doctrine based on the concept that God chooses (predestines) some individuals to salvation while other to damnation. “Unconditional election” is a Calvinist label for the proposition taught by Augustine, Aquinas, Luther, and Calvin, that God elects those whom he will save independent of any good works or faith that God foresees, while  “conditional election” is a doctrine central to Arminianism, that God only save those whom he foresees will accept Christ according to their free will.  Faith under unconditional election is the result of God’s choice while it is the free will condition or reason for God ‘s election according to conditional election theory.  
"
662,elector,"refers to the seven German princes (three of which were archbishops) who elected the Holy Roman Emperor. One of these was the prince who ruled over the territory where Luther lived and offered him some protection.  "
664,"Elizabethan Settlement","Refers to Queen Elizabeth I’s  rejection of Roman Catholicism while limiting the reformation of the English Church essentially creating a broad tent for Christian worship.  It is articulated in the <em>Book of Common Prayer</em> (1559), the <em>39 Articles</em> (1563) and the Parliament’s Act of Uniformity (1559).
"
666,empiricism,"refers to the theory that true knowledge is based on experience."
668,emperor,"Refers to the Emperor of the Roman Empire and its succeeding Byzantine Empire as well as the ruler of the Holy Roman Empire, beginning with Charlemagne. "
670,encyclical,"refers to a papal document setting forth a major teaching that holds much weight but is not necessarily considered infallible.  This term was derived from a Greek word meaning “circular” and was used because the pope would circulate the letter among the bishops.  
"
672,energies,"comes from a Greek word meaning “activities,” “workings” or “operations,” and is a term of art in Eastern Orthodox theology that refers to the uncreated activities and glory of God as distinct from his essence.
"
674,Enlightenment,"A broad term for 18th century European intellectual developments, including deism and other movements critical of orthodox Christianity, that are characteristically modern, emphasizing reason against tradition and authority. Refers to the period of intellectual and cultural development in Europe and North America roughly from 1650 to 1800 and receives its title from the emergence of human reason and science as a primary authority and an increased emphasis on human rights."
678,enthusiasm,"was originally used as a pejorative term applied to  those who believed in personal revelation from God, primarily Quakers, indicating self-delusion due to religious fanaticism.
"
680,epiclesis,"comes form the Greek word for “invocation,” and refers to the part of the Eucharist where the priest invokes the Holy Spirit to convert the bread and wine of the sacrament into the body and blood of Christ.
"
682,Epicureans,"refers to followers of the philosophy founded by Epicurus that was popular at the time of Christ and the early Church.  It’s central concept was tranquility achieved through escape from fear, pain and struggle, and later became associated with hedonism."
684,"episcopacy and episcopate","derived from  the Greek term <em>epi-scopos</em>, which literally means “overseer” or “supervisor,” but is translated as “bishop,” and refers to the office and elevated role of the bishop in the Roman Catholic and Church of England and some Lutheran traditions that arose from the “monarchical episcopate” that evolved in the 2nd and 3rd centuries where the Church in each city was governed by only one bishop who directed the presbyters (elders or priests).  This polity was rejected by reformed Protestants.
"
686,epistemology,"refers to the study of the nature of knowledge and what justifies true knowledge as opposed to mere opinion.
"
688,Erastianism,"is a term that refers to a position within the Anglican tradition that the crown holds the proper supreme authority in the church over ecclesiastical appointments and discipline.  It derives its name from Swiss theologian named Erastus of the 16th century. 
"
690,eschatology,"refers to the doctrines dealing with the end of time and the final judgment of God.  It is derived from the Greek term for “the end,” <em>eschaton</em>.
"
692,essence,"the English word generally used for the Greek term <em>ousia</em>, that is also translated as “being” or “substance” and refers to that which makes something what it is such as human nature is the essence of a human being.  This issue was central to the debate in the Arian controversy involving the nature of God and the trinity as well as the Incarnation of Christ.  See also <em>homoousios</em>.
"
694,"established church","is a church recognized by the state as its official church and is usually supported by taxes and is generally under a degree of control from the state, typically regarding the appointment of church ministers and leaders.  For centuries the Roman Catholic Church was the established church throughout Europe but soon after the Reformation began Lutheran churches became the established church throughout a large area of Germany and Scandinavia, and the Church of England became the established church in Brittan.  Often other religions were persecuted or subject to various types of penalties in territories with established churches, which precipitated the First Amendment to the US Constitution prohibiting the establishment of a state religion.
"
696,Eucharist,"refers to both the bread and wine consumed in the sacrament of the Lord’s Supper and to this sacred rite itself.  The term comes from the Greek word meaning “thanksgiving” which is associated with this sacred meal from it growing out of the Jewish Passover meal of thanksgiving.  The Eucharist is a central Christian ritual based on the Lord’s last Passover supper with his Apostles where he stated that the bread and wine represents his flesh and blood.  This celebratory rite is also referred to as: Communion, the sacrament of the alter, Mass, the Lord’s Supper, and simple the sacrament.  The manner, meaning and effect of the Eucharist was a highly disputed issue during the Reformation.   
"
698,evangelical,"Comes from the Greek term, <em>evangelion</em>, and means good news or the Gospel.  This term was use in the 16th century to refer to Protestants and is still used this way in Germany to this day.  In England and the United States this term is currently used to identify a form of Protestantism that emphasizes obtaining a saving born-again experience, living a holy life and the authority of the Bible.  <em>See</em> evangelicalism. 
"
700,evangelicalism,"Historically  this term refers the religious movement beginning in the 18th century that emphasized conversion that was often communicated through revivals and to the religious traditions that grew out of that movement (typically Methodist and various branches of Calvinism and Anglicanism).  More recently, in the English Speaking world this term refers to a movement begun in the 1950 by Billy Graham and other preachers in the USA and England that inspired previously ostracized “Fundamentalist” to engage more with modern society.
"
702,evidentialism,"Is the argument that it is irrational to believe in any form of theism unless it is based on evidence from non-religious foundations.   
"
704,"ex cathedra","An official papal declaration that is deemed infallible.  See <em>cathedra</em>."
706,excommunication,"is a Christian church’s formal expulsion of a baptized member from that religious community.  The term is derived the official act of refusing a person to participate in communion of the Lord’s Supper.  In the early church bishops often excommunicated other bishops and their communities that disagreed with the first bishop.  In the Middle Ages this judgment was reserved to the Pope.  
"
708,Existentialism,"A 20th century philosophical, theological, and literary movement which grew out of the teachings of  the 19th-century philosopher/theologian Kierkegaard and to a lesser degree others such as Nietzche. It emphasizes the uniqueness of individuals and deals with issues of guilt, anxiety, death, faith and the emptiness of conventional behavior.   
"
710,"ex opera operato","A Latin phrase for “from the work worked,” which roughly translated means, “just by doing it correctly.”; It is a phrase used to describe the Roman Catholic view that the Mass is a sacrifice that is valid simply because it was properly performed  by an ordained priest. Sometimes this concept is expressed by the phrase <em>opus operatum</em>. <em>See also</em>, Donists. 
"
712,"extra Calvinisticum","is a Latin term meaning “the Calvinist ‘outside,’” and was used by Lutherans to describe the Calvinist doctrine that Christ’s divinity exists <em>outside</em> his human flesh as opposed to the Lutheran doctrine of <strong><em>ubiquity</em></strong> that Christ’s divine body is present everywhere. This issue became important in their views of the Eucharist. "
715,"Extreme Unction","Latin term for “final anointing,”and refers the the Roman Catholic sacrament of anointing those who are about to die.  More recently this sacrament is now called “Anointing of the Sick,” and can apply to all who are ill and not just those at the point of death. 
"
717,extrinsicism,"Is a criticism leveled at the late 19th century neo-Thomism movement that sharply separated the supernatural order from the natural order that tended to made a life of grace so extrinsic that it became irrelevant to normal human existence.
"
721,faith,"In word for belief and faith is the same in Latin and most European languages, but in English faith often denotes an active believe, one that inspires action based on a belief.  For Luther, faith and belief generally meant the same thing."
723,"Faith Seeking Understanding","A definition of theology that was formulated in 1077  by Anselm of Canterbury and that Karl Barth reemphasized in the 20th century."
725,"false consciousness","The idea that individuals delude themselves based on underlying cultural and social relationships.  Marx introduced the concept to describe a form of self-deception caused by unfair economic relationships. 
"
727,fanatic,"Beyond the general definition of an extremist, this term was used by Luther to describe is opponents, such as Zwingli, who claimed to  to base their theology on the inspiration of the Holy Spirit, suggesting that they where influenced by a diabolical and not a divine spirit. "
729,"federal theology","derived from the Latin term for “covenant,” <em>foedus</em>, and is another term for covenant theology. "
731,"fides historica","Latin term literally meaning “historical faith”, a phrase used by Luther to describe the phenomena of people believing the story of Christ but not internalizing it to the point that they realize that the atonement was for them personally. (See <em>pro me</em>.)"
733,filioque,"Latin work translated as “and of the Son.”  This term was added to the Western version of the Nicene Creed to indicate that the Holy Spirit “proceeds from the Father and the Son” which is referred to as the doctrine of “double procession.” This concept was rejected by the Eastern Orthodox bishops and was the final straw causing the schism between the Eastern and Western churches in 1054, and the official separation of Eastern Orthodox from Roman Catholic religions."
735,forensic,"is a word derived from the Latin term <em>forum</em>, which was used to identify the location of judicial judgment.  This word is used to describes a doctrine of justification based on God rendering a verdict that a sinner is righteous by imputing the merits of Christ to the sinner instead of the idea that justification creates a change in a sinner’s heart. 
"
737,"forensic justification","is the most dominant doctrine of justification in Protestantism and refers to the idea that believers become righteous through their faith become united with God and thereby the merits of Christ are imputed to them so they are declared righteous (justified which comes from the same word in Latin) regardless of any merit or change in the individual.  (See forensic, imputation, four point Calvinism, and Amyraldianism.)
"
739,"Freedom of a Christian","Luther’s first exposition of the classic Protestant doctrines of justification by faith alone, the relation of faith and works and union with Christ achieved through faith.  Arguably this was Luther’s most important treatise."
741,Fundamentalism,"grew out of 19th century American evangelicalism that felt liberal Protestantism was abandoning the fundamentals of the faith.  Specifically this term applies to a movement beginning around 1920 that is characterized by a high regard for scriptural infallibility, and often involves Dispensationalist theology with pre-millennialism.
"
743,genealogy,"A concept developed by Nietzsche that the real essence of an idea, practice or value is developed in history through conflicting interpretations instead of in its origin.  This is a popular approach used by contemporary postmodern thinkers."
745,glossolalia,"Term from the Greek phrase meaning “speaking in tongues,” and is used to describe “the phenomenon of believers uttering sounds during ecstatic worship that are similar to a language but are not recognizable as any human language. (See <em>xenolalia</em>.)
"
747,Gnosticism,"is a broad label covering a wide range of non-orthodox forms of Christianity which proliferated in the early Church that devalued the material world and emphasized the need to acquire special knowledge to escape to a higher spiritual realm.  The term come from the Greek word for “knowledge,” <em>gnosis</em>. "
750,Gospel,"English translation of the Greek term <em>evangelion</em>, used in the New Testament meaning “good news.”  This is a central term in Luther’s theology that emphasized the contrast between Law and Gospel.  The Law condemn while the Gospel justifies believers through faith.
"
752,grace,"Is a term used to identify unmerited assistance by God primarily to redeem and transform human beings.  In the early and medieval church it also referred to God’s influence throughout existence.  Redemptive grace is important to Augustinian theology which has greatly influenced Western Christian theology (both Catholic and Protestant), but not Eastern Orthodox theology.  One of the central areas of conflict between the various Western Christian traditions involves the interplay between grace, works and free will.  
"
754,"Great Awakening","Refers to two periods of religious revival, the first beginning around 1740s in colonial America lead by George Whitefield and Jonathan Edwards, and the second beginning in the early 1800s where Methodists played a major role."
756,"Great Church","is the term mainstream Christianity used to describe itself in the early church as opposed to heresies."
758,"Great Schism","refers to the period between 1378 ad 1417 when multiple individuals claimed to be the rightful pope, which ended with the Council of Constance."
760,guilt,"Luther uses this term to identify the reality of guilt and not the feeling of remorse for wrong-doing.  Terror was the emotion Luther equated with a guilty conscious."
764,hadith,"Is a collection of sayings and actions, based on oral traditions, of the prophet Muhammad, and form the second highest authority in Islamic law behind the Qur’an, and is the source for determining the ideal Muslim life, the Sunna."
766,hajj,"Is the annual five day pilgrimage to Mecca that each Muslim who is financially and physically able should make at least once during his or her life and is the fifth Pillar of Islam."
768,"Halfway Covenant","Puritan Congregationalist churches in 1662 modified their policy of only allowing baptized individuals who could adequately demonstrate that they were among those God had elected to save to be members of their church so that the baptized children of these members were allowed to be half-way members without demonstrating their personal conversion.  Church membership at the time was basically equivalent to citizenship in the civil community."
770,"Harrowing of Hell","A traditional Christian teaching based on 2 Peter 3-4 that Christ descended into hell after his death to rescued the souls of those who had believed on him and brought them up to heaven with him.  
"
772,hedonism,"Derived from the Greek word “<em>hedone</em>” for “pleasure.”,  The ancient usage of this word was quite distinct from the modern usage of a unrestrained life in pursuit of sensual pleasure.  Instead, it denoted a philosophical approach to life that happiness is a good feeling, which many believed was best realized through a quiet and tranquil life.  <em>See</em> Epicureans
"
774,heresiologists,"Were early Church fathers who wrote against various heresies of their day.  These writings are our main source of information about these early forms of Christianity that have long since disappeared.  Irenaeus’s treatise <em>Against Heresies</em> is the most important book that details the large number and diverse nature of these various groups. 
"
776,heresy,"Comes from a Greek term meaning “sect,” and was used by the early Church  theologians to identify doctrines that they rejected as not orthodox.  The term does not refer to unbelief but ideas held by some baptized Christian that was not in conformity with orthodox authorities.  During the Reformation the various groups referred to the doctrines of other sects as heresy.
"
778,hermeneutics,"The study of methods of interpretation."
780,"hermeneutics of suspicion","Is a term coined by the philosopher Paul Ricoeur to identify a method of interpreting cultural phenomena by seeking to uncover hidden or suppressed sources for the belief or activity being examined.  Marx, Nietzsche, and Freud based much of their philosophy on the contention that a great deal of human behavior stems from repressed or covert stimuli.
"
782,Herrnhut,"Is a town in eastern Europe owed by Count Nicholas von Zinzendorf where he offered asylum to Moravians and later became their bishop.  A “Herrnhuter” is another term for a Moravian.  Schleiermacher was saying he was a Moravian when he referred to himself as “a Herrnhuter of a higher order.”
"
784,"hester panim","Is a Hebrew term meaning “hiding the divine face” more literally, “the eclipse of God.”  This is a term used by Eliezer Berkovitz describe his approach to understand the Holocaust.
"
786,hierarchy,"Comes from a Greek word that literally means “rule by priests,” and is used to identify churches with strong top down organization or episcopal polity such as the Roman Catholic and Eastern Orthodox churches whereas as opposed to Baptist and Presbyterian churches."
788,hierophany,"A manifestation of the sacred."
790,"high church","Is a term originally used by Anglicans to describe Christian traditions that held a high or important view of the sacraments, which also typically a hierarchical polity, emphasized an educated ministry allowed religious art in their churches as opposed to a low church.
"
794,"Holiness movement","Was a Wesleyan movement founded in the 1830s in America by Methodist teacher Phoebe Palmer that advocated immediate perfection was obtainable through a special act of consecration by “laying all upon the altar” and thereby acquiring a “second blessing” of complete sanctification or Holiness. "
796,"Holy Communion","Is a term many Christians use to refer to sacrament of the Lord’s Supper commemorating Jesus’s last Passover meal with his Twelve Apostles, and Jesus’ atoning sacrifice.   During this ritual the faithful eat bread, representing the body of Christ,  and drink wine symbolizing the blood of Christ.
"
798,"Holy of Holies","Is the most sacred place in the Israeli temples where the Ark of the Covenant was kept.
"
801,"holy orders","Is one of the seven Roman Catholic sacraments and refers to the ordaining of a priest endowing him with authority to perform the Church sacraments and with an elevated status within the community. "
804,"Holy Saturday","Refers to the day between Jesus’ death on Good Friday and his resurrection on Easter Sunday.  According to Christian tradition, during this interval Jesus descended into Hell to rescue his believers from among the dead.  Von Balthasar proposed a theology of Christ’s spiritual dead in Hell on this day in addition to his physical death on the cross the day before.
"
807,homoousios,"This is the Greek term invented during the first Nicene Council to describe the relation between the Father and the Son in the Trinity and is the foundation of the Nicene Creed.   The general translation of the term means “of one substance,” “of one essence” or “of one being,” and means that the Son has the same divine essence or being as the Father.
"
809,humanism,"Was a movement during the Renaissance to recover and teach the ancient Greek and Roman classics, language, literature, rhetoric, poetry, and history to instill virtue and good government and influenced a concurrent movement within Christianity to reform of the Church through the recovery and teaching of the Church Fathers’ writings and the Bible in their original languages. 
"
811,humanist,"A scholar during the Renaissance movement who sought to recover a more historically accurate understanding of ancient languages and literature, including pagan classics, the Bible and the writings of the early church fathers.  Some of the most notable Christian humanists were the Catholic Erasmus, the Lutheran Melanchthon, and the Reformed John Calvin."
813,hyperousios,"Is a technical term used to describe the incomprehensibility of God.  It literally means  “above essence” or “above being.”  Pseudo Dionysius used this term to describe the transcendence of the Trinity as beyond all being and knowing.  This is one reason why the Eastern Church criticizes the Western Church and Augustine as being overly concerned with explaining the mysteries of God that are incomprehensible. 
"
815,hypostasis,"Is a Greek word for “complete individual being” as opposed to something that is a part of something else, hence a person, a plant, and a dog are each an hypostasis while a leg or a leaf are not.  This technical term is used to identify what is three in the Trinity and is typically referred to as “persons” in Western theology.
"
817,"hypostatic union","Is a technical Greek term used to describe the unique unity between the two natures, divine and human, in the one person or hypostasis of Christ that was decided during the Christology (incarnation of Christ) controversy of the 4th through 6th centuries. 
"
819,Amyraut,"Moses Amyraut A.D. 1596-1664

Also known by a Latinized version of his name, Amyraldus, was a French Protestant (a Huguenot) who advocated a modified form of Calvinism which came to be known as Amyraldianism, hypothetical universalism, or four point Calvinism, because it accepted all the teachings of the Synod of Dordt except limited atonement.
"
821,Anselm,"(c. 1033–1109)

Monk, then abbot of Bec in Normandy, then archbishop of Canterbury (1093–1109); the first great medieval theologian of the West who is famous for his account of how Christ’s death made satisfaction for human sin in the treatise <em>Why God Became Man</em>.
"
823,"Thomas Aquinas","c. A.D. 1225-1274

Dominican friar, teacher at the University of Paris, central figure of medieval scholasticism, and the most authoritative theologian of the Roman Catholic tradition; known for his use of Aristotelian philosophy and his conception of supernatural grace."
825,Aristotle,"384-822 B.C.

Greek philosopher, student of Plato, founder of the sciences of logic, physics, and biology, whose writings were a major conceptual resource for medieval scholastic theologians, especially Aquinas.
"
827,Arius,"(c. 256-336)

Alexandrian presbyter whose teaching on the Trinity was condemned at the Council of Nicaea 325.
"
829,Arminius,"Jacobus Arminius (c. 1560-1609)

Dutch pastor and originator of the form of Protestant theology rejected by the Calvinists at the Synod of Dordt and now called “Arminianism.”
"
831,Arndt,"Johann Arndt (1555-1621)

German Lutheran pastor and author of <em>True Christianity</em> (1606–1609), the most important precursor to the German Pietist movement.
"
833,Athanasius,"(c. 293-373)

Bishop of Alexandria and early proponent of the Nicene doctrine of the Trinity.
"
835,Augustine,"(354-430)

Bishop of Hippo in North Africa, the most influential theologian of the West, known especially for his doctrine of grace, including related doctrines of original sin and predestination.

"
837,Baius,"Michael Baius (1513-1589)

Also called Michael du Bay, professor at the University of Louvain. The Vatican in 1567 condemned this Catholic theologian for his denial of the supernatural and radical doctrine of the corruption of human nature. Baius submitted to the condemnation and later became chancellor of the University.
"
839,"Von Balthasar","Hans Urs von Balthasar (1905-1988)

Swiss priest and Roman Catholic theologian, friend of Henri de Lubac, Karl Barth, and Adrienne von Speyr, is known for his emphasis on beauty as the theme of theology. Balthasar proposed a controversial new theology of Holy Saturday, which is connected with a hope for universal salvation.
"
841,Barth,"Karl Barth (1886-1968)

Swiss Reformed pastor and professor, founding figure of Neo Orthodoxy and probably the most influential Protestant theologian of the 20th century. He was known for a Christocentric theology highly critical of Protestant liberalism.
"
843,Basil,"Basil of Caesarea (c. 330-379)

Older brother of Gregory of Nyssa and leader of the Cappadocian Fathers, who advocated a reformulation of Nicene theology that prevailed at the Council of Constantinople 381.

"
845,Baxter,"Richard Baxter (1615-1691)

English Puritan, advocate of Amyraldianism or “four point Calvinism.”
"
847,"Benedict XVI","(1927-)

Born Joseph Ratzinger, German priest and theology professor, archbishop of Munich (1977–1982), cardinal (1977–2005), and pope beginning in 2005.
"
849,Brunner,"Emil Brunner (1889-1966)

Swiss Reformed pastor and theologian, advocate of a neo Orthodox theology of divine human encounter that requires a “point of contact” between God and human nature, a point famously and fiercely rejected by Karl Barth.
"
851,Bultmann,"Rudolf Bultmann (1884-1976)

German New Testament scholar, neo-Orthodox theologian, advocate of “demythologizing” the language of the New Testament and interpreting it using Existentialist concepts.
"
853,Calvin,"John Calvin (1509-1564)

French Protestant theologian who lived most of his adult life in Geneva. He was the most influential figure in Reformed theology and author of the <em>Institutes</em>, the most important systematic theology text of Protestantism.
"
892,Socrates,"(470–399 B.C.)

Needs description text. Currently the word limit for tool-tips is set to 50 words.  Do we want to adjust the tool-tip length? This description prior to the Q is currently 30 words.

Q: Charlene added for testing glossary formatting and additional links:  

<p style=""margin-top:20px;"">&nbsp; &nbsp; &nbsp;</p>
<div style=""width:100%;border-top:solid 1px #dddddd;margin-bottom:20px;""><span style=""font-family:arial;""><em>also appears in:</em></span></div>

<span style=""letter-spacing: 3px;font-size:13px;"">TIMELINES:</span>
<a href=""/timeline-major-people/#gotosocrates""><span style=""margin-left:15px;"">PEOPLE</span></a>
<a href=""/timeline-major-people/#gotojohnwesley""><span style=""margin-left:15px;"">PEOPLE testing John Wesley</span></a>

<span style=""letter-spacing: 3px;font-size:13px;"">SHORT ESSAYS:</span>
<a href=""/short-essays/was-socrates-married/"" style=""margin-left:15px;"">Was Socrates Married?</a>
<a href=""/short-essays/suicide-of-socrates/"" style=""margin-left:15px;"">Suicide of Socrates</a>

<span style=""letter-spacing: 3px;font-size:13px;"">FULL ARTICLES:</span>
<strong>Period I – The Early and Medieval Church</strong>
<a href=""/commentary/volume-one-the-early-and-medieval-church/3-the-greco-roman-world/"" style=""margin-left:15px;"">The Greco-Roman World</a>
<a href=""/commentary/volume-one-the-early-and-medieval-church/18-the-nicene-creed/"" style=""margin-left:15px;"">The Nicene Creed</a>"
901,icon,"A Greek word for “image” that is used to describe images of Jesus, saints, and angels that are venerated by Eastern Orthodox and Roman Catholics.
"
903,iconoclasm,"Is the often violent destruction of religious images and works of art.  There was an iconoclasm controversy in the Eastern church between A.D. 726 and 842.  During the Reformation era, Reformed Protestant frequently destroyed Catholic religious art, including paintings, statues, and stained glass with images.  
"
905,iconodules,"Is a Greek term meaning veneration of images was used in Second Council of Nicaea, A.D. 787, in defense of the use of icons during worship.  This term was used to distinguished the veneration of images verses the worship of images (iconolatreia), which distinction most reformed Protestants reject
"
907,idealism,"Is a modern philosophical orientation that to some extent reality reflects the human thought process instead of being independent of cognitive thinking.  Kant proposed a philosophy referred to as transcendental idealism and Hegel soon thereafter taught a more robust form referred to as absolute idealism.
"
909,idolatry,"From a Christian perspective, the worship of anything that is not the one true God.  During the Reformation era, many Protestants, particularly those from the reformed persuasion, accused Catholics of idolatry for their veneration of the Eucharist, religious art, and relics. 
"
911,"Immaculate Conception","A Roman Catholic doctrine that was formally accepted by Pope Pius IX in 1854, that the Virgin Mary was conceived without original sin."
913,impassibility,"One of the attributes of God taught by Plato that God cannot suffer, and is without body, parts or <em>passions</em>.  Greek culture valued reason and viewed passions as a weakness because one is moved by an outside force (e-motion).   Accordingly, God suffers no passions and nothing can be done to move or change the will of an all-powerful, all-knowing god.  This concept was adopted by many early Christians and was integral to some of their creeds.  In Western medieval theology this attribute is also ascribed to glorified bodies in the resurrection, along with agility, clarity, and subtlety. 
"
915,impute,"A fundamental concept of the Protestant doctrine of forensic justification which maintains that the merits of Christ are imputed (applied to) to believers and are thus made or are reckoned as being righteous in God’s eye.  Under this doctrine, righteousness is not realized through individual effort nor is it infused in them as created grace (prior Christian theories regarding individual righteousness) but only when the merits of Christ are credited to a believer’s account.
"
917,Incarnation,"A term derived from the Latin word for “flesh”, <em>carnem</em>, and refers to the doctrine developed during the Christological disputes of the 4th-6th centuries regarding the nature of Christ and the relationship between his divinity and humanity.  Traditional Christianity adopted the concept that Jesus has two natures and is fully divine and fully human.   This term only applies to Christ and has nothing to do with other humans or with reincarnation.
"
919,incomprehensibility,"The theology of the Nicene Creed maintains that no human can understand God.  The Eastern tradition has embraced this concept more fully than the Western Church which has exerted considerable effort to describe God rationally. 
"
922,indulgence,"A Roman Catholic doctrine and practice that eliminates or reduces an individual’s time in purgatory based on a formal pronouncement by the church that is obtained by performing some extra-ordinary action such as participating in a crusade, going on a designated pilgrimage, or paying for a written indulgence.  In Luther’s day, a person could purchase an indulgence for oneself or others whether they were living or dead.  In theory, an indulgence only applies to the satisfaction portion of the sacrament of penance so sinners still need to confess, feel true contrition, and receive the pronouncement of absolution from the priest in order to obtain forgiveness of sin, but in practice during the middle ages many persons viewed the purchase of an indulgence as the purchase of forgiveness of sin.
"
924,infralapsarianism,"This is a term for in an internal Calvinst debate regarding the order of God’s decrees which holds that God decreed after the fall of Adam that some individuals would be saved while others would be damned as opposed to the superlapsarianism belief that God first decreed who he would elect to save before he decreed the fall of Adam.  The debate centers around the issues of double predestination and whether God causes the existence of evil.  
"
926,infused,"A term used in Catholic theology that is derived from the Latin word for “poured in” referring to the grace (love) of God that he pours into our hearts through the Holy Spirit (see Romans 5:5).  This term is used to describe virtues, graces, and activities that are poured into the soul by the grace of God in contrast to those that are acquired by effort and practice.  This Roman Catholic teaching of infused virtue is also contrasted to the Protestant doctrine of imputed righteousness (also referred to as forensic justification) where believers are deemed righteous (justified) by Christ’s merits being imputed or credited to the believer without any intrinsic worthiness of the individual. 
"
928,Inquisition,"refers to a series of ecclesiastical tribunals instituted by the Roman Catholic Church in the late Middle Ages and Reformation era to inquire into and suppress heresy.  The primary inquisitions were the medieval, which began in 13th century), the Spanish which started in 1478, and the Roman which commenced in 1542. 
"
930,intelligibility,"Comes from the Latin word for understanding, “intellectus”, and refers to Plato’s distinction between things which can be perceived through our senses (sensible things) and those which can only be understood through our intellect, such as ideas or images in our mind of some ideal item such as a circle.  The term is also used in contrast to the incomprehensibility of the highest divine principle, that was later identified in Christianity as God.
"
932,interdict,"An order from the Pope that no sacraments including baptism, the Eucharist, Penance, and even Christian burial, could be performed in a particular country.  This extreme sanction was used as a political tactic by popes to control kings in the late Middle Ages. 
"
934,"irresistible grace","Refers to the Calvinist teaching articulated in the Synod of Dordt that a sinner cannot resist the grace of God when God elects to give grace to that sinner, even if he did not initially want it.  God’s grace creates a sinner’s willingness to accept God’s grace.
"
936,Islam,"Is one of the three Abrahamic religions (Christianity and Judaism the other two) that stresses the importance of the only one true God and man’s forgetfulness as source of sin.  The religion was founded by Muhammad in the early 7th century.
"
938,Islamism,"Generally refers to modern Islamic fundamentalism that stresses the political nature of Islam and Sharia law and seeks to return Islam to its roots in the Qu’ran and hadith.

"
